board,trajectories,evaluations,best_move
"8| . . . . . . . .
7| p . . . . . . p
6| . . . . . . p .
5| . k . . . . . .
4| . . . . . . . .
3| . . B . . . . .
2| P P . . . . P P
1| . . . . . . . K
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 0
- Fullmove number: 30","['b2b3 b5c6 h1g1 c6d5 g1f2', 'h1g1 a7a5 g1f2 a5a4 f2e3', 'c3f6 b5c4 h1g1 a7a5 g1f2', 'c3e5 g6g5 h1g1 h7h5 g1f2']","['6.71 (centipawns)', '6.47 (centipawns)', '6.55 (centipawns)', '6.70 (centipawns)']",b2b3
"8| r . . . . r k .
7| p p . . . p p .
6| . . n N . . . p
5| . . . p . . . .
4| . . . . . . . .
3| . . . . . . . P
2| . q P B . P . P
1| . . . R K . R .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 1
- Fullmove number: 19","['b2e5 e1f1 e5d6 g1g3 g8h8', 'b2f6 d6b7 c6d4 e1f1 f6f3', 'g8h8 c2c3 a8e8 d2e3 d5d4']","['-8.19 (centipawns)', '-8.46 (centipawns)', '-8.34 (centipawns)']",b2e5
"8| . . . . . . r .
7| p . . . . . . .
6| . . p R b . . .
5| . p . . . p k .
4| . . P . . . n .
3| P P . . . . . .
2| . . . . . . P .
1| . . . . . . K .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 1
- Fullmove number: 44","['g8e8 d6d1 b5c4 b3c4 e8b8', 'b5c4 d6e6 c4b3 e6e7 g8b8']","['-9.69 (centipawns)', 'Mate in -22']",g8e8
"8| r n b q k . n r
7| p p p p p p b .
6| . . . . . . p p
5| . . . . . . . .
4| . . B . P . . .
3| . . . . . N . .
2| P P P P . P P P
1| R N B Q K . . R
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- Castling rights: White can castle kingside, White can castle queenside, Black can castle kingside, Black can castle queenside.
- No en passant target square.
- Halfmove clock: 0
- Fullmove number: 4","['d2d4 e7e6 b1c3 g8e7 c1f4', 'b1c3 e7e6 d2d4 g8e7 h2h4', 'e1g1 e7e6 f1e1 g8e7 b1c3', 'c4b3 b8c6 d2d4 d7d6 h2h3']","['0.70 (centipawns)', '0.66 (centipawns)', '0.67 (centipawns)', '0.50 (centipawns)']",d2d4
"8| r . . . . . k .
7| p . . . . . p p
6| . p . . p . . .
5| . . . . . p n .
4| . . . B b . . .
3| . . P . P . . .
2| P . . . . P P P
1| . R . B . . K .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 0
- Fullmove number: 23","['b1c1 g5f7 d1b3 f7d8 f2f3', 'b1b4 g5f7 d1b3 f7d8 f2f3', 'b1a1 e4d5 d1b3 a8c8 f2f3', 'b1b3 g5f7 c3c4 e6e5 d4b2']","['0.35 (centipawns)', '0.30 (centipawns)', '0.32 (centipawns)', '0.13 (centipawns)']",b1c1
"8| . . . . . . . .
7| . . . . . . . .
6| . p . . . . . .
5| . . p . k . p p
4| P . P . . . . .
3| . . . . K . P P
2| . . . . . . . .
1| . . . . . . . .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 4
- Fullmove number: 43","['e3d3 e5f5 d3e3 g5g4 h3h4', 'h3h4 g5g4 e3d3 e5f5 d3e3']","['0.00 (centipawns)', '0.00 (centipawns)']",e3d3
"8| . . . r . b k .
7| . p q . . . p p
6| . . p . . p . .
5| . . P . p . . .
4| R . . . Q . . .
3| . . . . P . P .
2| . B . . . P . P
1| . . . . . . K .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 0
- Fullmove number: 23","['c7f7 e4c2 f7d5 a4a7 h7h5', 'c7d7 b2a3 f6f5 e4c4 d7d5', 'h7h5 g1g2 c7f7 b2a3 f7d5']","['-3.01 (centipawns)', '-2.83 (centipawns)', '-2.60 (centipawns)']",c7f7
"8| r n . . . r k .
7| p p p q p p b p
6| . . . . . n p .
5| . P . p . . . .
4| P . . P . . . .
3| B . P . . N P .
2| . . . N P P K P
1| R . . Q R . . .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 2
- Fullmove number: 13","['a7a6 d1b3 f8e8 c3c4 a6b5', 'f8e8 f3e5 d7e6 d2f3 f6e4', 'f8d8 d1c2 a7a6 c3c4 a6b5']","['0.53 (centipawns)', '0.43 (centipawns)', '0.69 (centipawns)']",a7a6
"8| . . r . . . . .
7| p p . . . p . k
6| . . . . . . p .
5| . . . . . . . .
4| . . . . . . . .
3| . P . . B . P .
2| . P . . . P . P
1| . . . . . . K .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 1
- Fullmove number: 30","['e3a7 c8d8 a7e3 d8d3 b3b4', 'g1g2 a7a5 e3d4 c8d8 d4c3']","['-1.78 (centipawns)', '-3.05 (centipawns)']",e3a7
"8| r n b q k . n r
7| p p p . b p p p
6| . . . p . . . .
5| . . . . p . . .
4| . . B . P . . .
3| . . . . . N . .
2| P P P P . P P P
1| R N B Q . R K .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- Castling rights: Black can castle kingside, Black can castle queenside.
- No en passant target square.
- Halfmove clock: 3
- Fullmove number: 4","['g8f6 b1c3 c7c5 d2d3 b8c6', 'c7c5 b1c3 g8f6 d2d3 e8g8', 'b8c6 d2d4 e5d4 f3d4 g8f6', 'a7a6 d2d4 e5d4 f3d4 g8f6']","['0.22 (centipawns)', '0.19 (centipawns)', '0.32 (centipawns)', '0.41 (centipawns)']",g8f6
"8| . . q . r . . k
7| . . . . . . b p
6| . . . . p n p .
5| . p . . P . . .
4| . P . . . P . .
3| . Q . . B . . .
2| . . . . . N P P
1| . R . . . . K .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 0
- Fullmove number: 27",['f6d5 f2e4 c8c6 b1c1 c6a8'],['1.47 (centipawns)'],f6d5
"8| . . . . . . . .
7| . . . . . . k .
6| . R . . K . p .
5| . . . . N p . .
4| . . . . . . . .
3| . . . . . . . .
2| . . . . . . . .
1| . . . . r . . .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 8
- Fullmove number: 57","['b6b7 g7h6 e6f6 e1a1 b7b6', 'b6b2 e1a1 b2g2 a1a6 e6e7', 'b6d6 e1a1 d6c6 a1a3 e6e7', 'b6b4 e1a1 b4b7 g7h6 e5f7']","['-0.05 (centipawns)', '0.00 (centipawns)', '0.03 (centipawns)', '0.00 (centipawns)']",b6b7
